,Record,Title,Cover Image Link,Author,Publisher,Date,Price,Pages,Binding,Tag,Publication Type,Note,microsoft,google_vit,oschamp,wd14
362,62077,"Weird Tales, May 1953",http://www.philsp.com/data/images/w/weird_tales_195305.jpg,D. McIlwraith,Weird Tales,1953-05-00,$0.25,100,pulp,WEIRDTMAY1953,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?62047"">Mar. 1953</a>&#8592; May 1953&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?61999"">Jul. 1953</a><br/>
<!--isfdb specific-->
Vol. 45, No. 2.<br>
Editor Dorothy McIlwraith is credited as D. McIlwraith.<br>
Artist credits for ""The Eyrie"" and ""Requiem for a Sinner"" per Jaffery & Cook <i>The Collector's Index to Weird Tales</i>","comic book, book jacket, dust cover, dust jacket, dust wrapper","comic book, book jacket, dust cover, dust jacket, dust wrapper","art_nouveau, expressionism, post_impressionism, surrealism","musical note, english text, tree, cover, nature, monster, no humans, parody, grass, eighth note, forest"
363,61884,"Weird Tales, April 1937",http://www.philsp.com/data/images/w/weird_tales_193704.jpg,Farnsworth Wright,Popular Fiction Publishing Co.,1937-04-00,$0.25,132,pulp,WEIRDTAPR1937,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?62031"">Mar. 1937</a>&#8592; Apr. 1937&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?62061"">May 1937</a>
<!--isfdb specific-->
Volume 29, Number 4.
Page numbers run from 385-512 excluding covers.
Interior art credit for ""The Eyrie"" per Jaffery & Cook <i>The Collector's Index to Weird Tales</i>.",comic book,"comic book, book jacket, dust cover, dust jacket, dust wrapper","expressionism, surrealism, art_nouveau, post_impressionism","multiple boys, retro artstyle, 1girl, fake cover, magazine cover, cover, 2boys, pointy ears, knife, fire, dress, english text, parody, 1990s \(style\), realistic, bow, formal, bowtie"
364,62016,"Weird Tales, June-July 1939",http://www.philsp.com/data/images/w/weird_tales_193907.jpg,Farnsworth Wright,Weird Tales,1939-06-00,$0.25,164,pulp,WEIRDTJUNJUL1939,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?62063"">May 1939</a>&#8592; Jun.-Jul. 1939&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?61901"">Aug. 1939</a>
<!--isfdb specific-->
Volume 34, Number 1.
Cover dated ""July"" only.
Interior art credits for ""Mansions in the Sky"", ""Weird Story Reprint"" and ""The Eyrie"" per Jaffery & Cook The Collector's Index to Weird Tales.",comic book,"comic book, book jacket, dust cover, dust jacket, dust wrapper","art_nouveau, expressionism, surrealism, post_impressionism","english text, weapon, cover, 1boy, retro artstyle, lion, monster, sword, male focus, flower, boots, hat, holding, dinosaur, tiger"
365,62098,"Weird Tales, November 1941",http://www.philsp.com/data/images/w/weird_tales_194111.jpg,D. McIlwraith,Weird Tales,1941-11-00,$0.15,132,pulp,WEIRDTNOV1941,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?62143"">Sep. 1941</a>&#8592; Nov. 1941&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?61960"">Jan. 1942</a>
<!--isfdb specific-->
Vol. 36, No. 2.
Interior art credits for ""The Mystery of Uncle Alfred"", ""The Owls"" (signed S+B) and ""The Eyrie"" per Jaffery & Cook <i>The Collector's Index to Weird Tales</i>.
""The Owls"" is translated from the French by Timeus Gaylord (Clark Ashton Smith)","book jacket, dust cover, dust jacket, dust wrapper, comic book, packet, menu","comic book, mousetrap, book jacket, dust cover, dust jacket, dust wrapper, microphone, mike, harmonica, mouth organ, harp, mouth harp","expressionism, surrealism, art_nouveau, post_impressionism","magazine cover, skeleton, cover, retro artstyle, english text, no humans, solo, fake cover, fire, holding, 1990s \(style\), cover page"
366,62036,"Weird Tales, March 1942",https://www.isfdb.org/wiki/images/e/e8/WEIRDTMAR1942.jpg,D. McIlwraith,Weird Tales,1942-03-00,$0.15,132,pulp,WEIRDTMAR1942,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?61960"">Jan. 1942</a>&#8592; Mar. 1942&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?62066"">May 1942</a><br/>
<!--isfdb specific-->
Vol. 36, No. 4<br>
Interior art credits for ""Hell on Earth"", ""Garden at Lu"", ""The Wood-Wife"" and ""The Eyrie"" per Jaffery & Cook <i>The Collector's Index to Weird Tales</i>.<br>The credit the illustration for ""The Rat Master"" as by Dolgov. However, the illustration is reprinted in <i>Hannes Bok: A Life in Illustration</i>. Assuming the Bok credit is correct.",comic book,"comic book, book jacket, dust cover, dust jacket, dust wrapper","expressionism, art_nouveau, post_impressionism, surrealism","red background, multiple boys, cover, retro artstyle, english text, 2boys, suit, cover page, 1990s \(style\), magazine cover, male focus, formal, poster \(medium\), short hair, simple background, black hair, horns, open mouth, brown hair, 1boy"
367,62144,"Weird Tales, September 1942",https://www.collectorshowcase.fr/images2/weird_4209.jpg,D. McIlwraith,Weird Tales,1942-09-00,$0.15,132,pulp,WEIRDTSEP1942,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?61988"">Jul. 1942</a>&#8592; Sep. 1942&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?62099"">Nov. 1942</a>
<!--isfdb specific-->
Vol. 36, No. 7.
Interior art credits for ""Who Are the Living?"" and ""The Eyrie"" per Jaffery & Cook <i>The Collector's Index to Weird Tales</i>.","book jacket, dust cover, dust jacket, dust wrapper, comic book","comic book, book jacket, dust cover, dust jacket, dust wrapper","art_nouveau, expressionism, post_impressionism, surrealism","dog, retro artstyle, poster \(medium\), cover, multiple boys, parody, english text, 1980s \(style\), wolf, animal, weapon, 1970s \(style\), realistic"
368,62037,"Weird Tales, March 1943",http://www.philsp.com/data/images/w/weird_tales_194303.jpg,D. McIlwraith,Weird Tales,1943-03-00,$0.15,132,pulp,WEIRDTMAR1943,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?61961"">Jan. 1943</a>&#8592; Mar. 1943&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?62067"">May 1943</a>
<!--isfdb specific-->
Vol. 36, No. 10.
Interior art credit for ""The Eyrie"", ""Necromancy"" & ""Lil"" per Jaffery & Cook <i>The Collector's Index to Weird Tales</i>","comic book, book jacket, dust cover, dust jacket, dust wrapper","comic book, book jacket, dust cover, dust jacket, dust wrapper","expressionism, art_nouveau, post_impressionism, surrealism, baroque","1girl, retro artstyle, weapon, blonde hair, cover, fake cover, aircraft, multiple boys, long hair, airplane, helmet, poster \(medium\), english text, parody, 2boys, polearm, 1980s \(style\), holding, 1990s \(style\), holding weapon, jet, magazine cover, armor, fighter jet, cover page, spear, military"
369,62146,"Weird Tales, September 1944",http://www.philsp.com/data/images/w/weird_tales_194409.jpg,D. McIlwraith,Weird Tales,1944-09-00,$0.15,100,pulp,WEIRDTSEP1944,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?61990"">Jul. 1944</a>&#8592; Sep. 1944&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?62101"">Nov. 1944</a><br/>
<!--isfdb specific-->
Vol. 38, No. 1.<br>
Interior art credit for ""To the Moon"" and ""The Eyrie"" per Jaffery & Cook <i>The Collector's Index to Weird Tales</i>.","book jacket, dust cover, dust jacket, dust wrapper","comic book, book jacket, dust cover, dust jacket, dust wrapper","art_nouveau, expressionism, surrealism, post_impressionism, romanticism","bird, parody, english text, fake cover, cover, solo, 1boy, poster \(medium\), traditional media, fine art parody, animal"
370,62103,"Weird Tales, November 1946",http://www.philsp.com/data/images/w/weird_tales_194611.jpg,D. McIlwraith,Weird Tales,1946-11-00,$0.15,100,pulp,WEIRDTNOV1946,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?62148"">Sep. 1946</a>&#8592; Nov. 1946&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?61965"">Jan. 1947</a><br/>
<!--isfdb specific-->
Vol. 39, No. 8.<br>
Interior art for ""The Door"" signed ""B.I.O."". Jaffery & Cook, <i>The Collector's Index to Weird Tales</i> credit it to Ocheredin.<br>
Interior art for ""The Eyrie"" also per Jaffery and Cook.","book jacket, dust cover, dust jacket, dust wrapper, comic book","comic book, book jacket, dust cover, dust jacket, dust wrapper","art_nouveau, surrealism, expressionism, post_impressionism, renaissance","1girl, cover, long hair, nude, green skin, orange hair, colored skin, retro artstyle, monster girl, english text, convenient censoring"
371,61965,"Weird Tales, January 1947",http://www.philsp.com/data/images/w/weird_tales_194701.jpg,D. McIlwraith,Weird Tales,1947-01-00,$0.15,100,pulp,WEIRDTJAN1947,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?62103"">Nov. 1946</a>&#8592; Jan. 1947&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?62041"">Mar. 1947</a><br/>
<!--isfdb specific-->
Vol. 39, No. 9.<br>
Interior art credit for ""The Familiars  The Pigeon-Flyers"" per Jaffery & Cook <i>The Collector's Index to Weird Tales</i>.","comic book, book jacket, dust cover, dust jacket, dust wrapper","comic book, book jacket, dust cover, dust jacket, dust wrapper, packet","art_nouveau, expressionism, post_impressionism, surrealism, romanticism","no humans, cover, sharp teeth, magazine cover, dragon, fake cover, teeth, english text, cover page, red eyes, open mouth, copyright name, eastern dragon"
372,62149,"Weird Tales, September 1947",http://www.philsp.com/data/images/w/weird_tales_194709.jpg,D. McIlwraith,Weird Tales,1947-09-00,$0.20,100,pulp,WEIRDTSEP1947,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?61993"">Jul. 1947</a>&#8592; Sep. 1947&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?62104"">Nov. 1947</a><br/>
<!--isfdb specific-->
Vol. 39, No. 12.<br>
Interior art credit for ""The Others Said"" and ""The Eyrie"" per Jaffery & Cook <i>The Collector's Index to Weird Tales</i>.",comic book,"comic book, book jacket, dust cover, dust jacket, dust wrapper","art_nouveau, expressionism, post_impressionism, renaissance, surrealism","weapon, multiple girls, castle, 2girls, bird, armor, blood, cover, dress, 1boy, multiple boys, 2boys, axe"
373,62104,"Weird Tales, November 1947",http://www.philsp.com/data/images/w/weird_tales_194711.jpg,D. McIlwraith,Weird Tales,1947-11-00,$0.20,100,pulp,WEIRDTNOV1947,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?62149"">Sep. 1947</a>&#8592; Nov. 1947&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?61966"">Jan. 1948</a><br/>
<!--isfdb specific-->
Vol. 40, No. 1.<br>
Interior art credit for ""The Eyrie"" per Jaffery & Cook <i>The Collector's Index to Weird Tales</i>","comic book, book jacket, dust cover, dust jacket, dust wrapper","comic book, book jacket, dust cover, dust jacket, dust wrapper","expressionism, surrealism, art_nouveau, post_impressionism, baroque","green skin, horns, retro artstyle, multiple boys, english text, cover, candle, sharp teeth, pointy ears, demon, teeth, colored skin, fangs, open mouth, no humans, tail, parody, fire, fake cover"
374,281096,"The Arkham Sampler, Winter 1948",https://www.isfdb.org/wiki/images/0/0b/ARKHAMSAMPWIN1948.jpg,August Derleth,Arkham House,1948-00-00,$1.00,100,pulp,ARKHAMSAMPWIN1948,MAGAZINE,"editor not credited, listed as Derleth in ""Sixty Years of Arkham House"" by S.T. Joshi, Arkham House, 1999; Clyne credit also from Joshi
Clyne's cover design is credited by Derleth in his editorial comments in the Summer 1948 issue.","book jacket, dust cover, dust jacket, dust wrapper","book jacket, dust cover, dust jacket, dust wrapper, binder, ring-binder","art_nouveau, romanticism, post_impressionism, renaissance, expressionism","english text, text focus, no humans, monochrome, cover, blue theme"
375,281184,"The Arkham Sampler, Summer 1948",https://www.isfdb.org/wiki/images/4/4d/ARKHAMSAMPSUM1948.jpg,August Derleth,Arkham House,1948-00-00,$1.00,100,pulp,ARKHAMSAMPSUM1948,MAGAZINE,"The editor is not credited, listed as Derleth in ""Sixty Years of Arkham House"" by S.T. Joshi, Arkham House, 1999; Clyne credit also from Joshi.
In the editorial commentary, Derleth credits Clyne for the cover.","book jacket, dust cover, dust jacket, dust wrapper","book jacket, dust cover, dust jacket, dust wrapper, packet, face powder, tobacco shop, tobacconist shop, tobacconist","art_nouveau, romanticism, post_impressionism, renaissance, realism","text focus, no humans, monochrome, english text, credits, greyscale, credits page, comic, border, web address, cover"
376,281186,"The Arkham Sampler, Autumn 1948",https://www.isfdb.org/wiki/images/b/b2/ARKHAMSAMPAUT1948.jpg,August Derleth,Arkham House,1948-00-00,$1.00,100,pulp,ARKHAMSAMPAUT1948,MAGAZINE,"source: ""Sixty Years of Arkham House"" by S.T. Joshi, Arkham House, 1999
Clyne's cover design is credited by Derleth in his editorial comments in the Summer 1948 issue.","book jacket, dust cover, dust jacket, dust wrapper","book jacket, dust cover, dust jacket, dust wrapper, face powder","art_nouveau, post_impressionism, romanticism, renaissance, expressionism","no humans, text focus, english text, brown background, monochrome, brown theme"
377,281181,"The Arkham Sampler, Spring 1948",https://www.isfdb.org/wiki/images/e/e1/ARKHAMSAMPSPR1948.jpg,August Derleth,Arkham House,1948-00-00,$1.00,100,pulp,ARKHAMSAMPSPR1948,MAGAZINE,"editor not credited, listed as Derleth in ""Sixty Years of Arkham House"" by S.T. Joshi, Arkham House, 1999; Clyne credit also from Joshi","book jacket, dust cover, dust jacket, dust wrapper","book jacket, dust cover, dust jacket, dust wrapper","art_nouveau, post_impressionism, romanticism, expressionism, renaissance","english text, no humans, text focus, monochrome, cover, brown background, web address, mixed-language text, credits"
378,281244,"The Arkham Sampler, Spring 1949",https://www.isfdb.org/wiki/images/3/39/ARKHAMSAMPSPR1949.jpg,August Derleth,Arkham House,1949-00-00,$1.00,100,pulp,ARKHAMSAMPSPR1949,MAGAZINE,"editor not credited, listed as Derleth in ""Sixty Years of Arkham House"" by S.T. Joshi, Arkham House, 1999; Clyne credit also from Joshi
Clyne's cover design is credited by Derleth in his editorial comments in the Summer 1948 issue.","book jacket, dust cover, dust jacket, dust wrapper","book jacket, dust cover, dust jacket, dust wrapper, packet","art_nouveau, romanticism, post_impressionism, renaissance, expressionism","text focus, no humans, english text, monochrome, credits, greyscale, web address, credits page, comic"
379,61967,"Weird Tales, January 1949",https://www.collectorshowcase.fr/images2/weird_4901.jpg,D. McIlwraith,Weird Tales,1949-01-00,$0.20,100,pulp,WEIRDTJAN1949,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?62105"">Nov. 1948</a>&#8592; Jan. 1949&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?62043"">Mar. 1949</a><br/>
<!--isfdb specific-->
Vol. 41, No. 2.<br/>
Interior art credits for ""A Curse"" and ""The Heads on Easter Island"" per Jaffery & Cook <i>The Collector's Index to Weird Tales</i>","comic book, book jacket, dust cover, dust jacket, dust wrapper","comic book, book jacket, dust cover, dust jacket, dust wrapper, packet","surrealism, expressionism, art_nouveau, post_impressionism, renaissance","1girl, solo, flower, blood, english text, long hair, cover, staff, fake cover, holding, dress"
