Record,Title,Cover Image Link,Author,Publisher,Date,Price,Pages,Binding,Tag,Publication Type,Note
432074,"Weird Tales, August-September 1936",https://www.isfdb.org/wiki/images/2/23/WRDTLSGSTS2013.jpg,Farnsworth Wright,Girasol Collectables,2013-11-01,$35.00,132,pulp,WRDTLSGSTS2013,ANTHOLOGY,"V28n2. <br>""Sept"" stated on the cover. <br>Pages numbered from 129 through 256. Page numbers do not include covers."
62093,"Weird Tales, November 1936",http://www.philsp.com/data/images/w/weird_tales_193611.jpg,Farnsworth Wright,Popular Fiction Publishing Co.,1936-11-00,$0.25,132,pulp,WEIRDTNOV1936,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?62123"">Oct. 1936</a>&#8592; Nov. 1936&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?61915"">Dec. 1936</a>
<!--isfdb specific-->
Volume 28, Number 4.
Pages numbers run from 385 to 512 excluding covers.
Interior art credits for ""The Eyrie"" per Jaffrey & Cook <i>The Collector's Index to Weird Tales</i>."
61955,"Weird Tales, January 1937",http://www.philsp.com/data/images/w/weird_tales_193701.jpg,Farnsworth Wright,Popular Fiction Publishing Co.,1937-01-00,$0.25,132,pulp,WEIRDTJAN1937,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?61915"">Dec. 1936</a>&#8592; Jan. 1937&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?61938"">Feb. 1937</a>
<!--isfdb specific-->
Volume 29, Number 1.
Interior art credit for ""The Eyrie"" is per Jaffery & Cook <i>The Collector's Index to Weird Tales</i>."
62014,"Weird Tales, June 1937",http://www.philsp.com/data/images/w/weird_tales_193706.jpg,Farnsworth Wright,Popular Fiction Publishing Co.,1937-06-00,$0.25,132,pulp,WEIRDTJUN1937,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?62061"">May 1937</a>&#8592; Jun. 1937&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?61984"">Jul. 1937</a><!--isfdb specific-->
Volume 29, Number 6.
Pages run 641-768 excluding covers.
Cover illustrates a scene from ""The Carnal God"".
Interior art credits for ""The Life-Eater"", ""Return to Earth"" and ""The Eyrie"" per Jaffery & Cook The Collector's Index to Weird Tales.
""The Eyrie"" contains an announcement of H.P. Lovecraft's death and several of the letters are on that subject."
61899,"Weird Tales, August 1937",http://www.philsp.com/data/images/w/weird_tales_193708.jpg,Farnsworth Wright,Popular Fiction Publishing Co.,1937-08-00,$0.25,132,pulp,WEIRDTAUG1937,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?61984"">Jul. 1937</a>&#8592; Aug. 1937&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?62139"">Sep. 1937</a>
<!--isfdb specific-->
Volume 30, Number 2
Pages run 129-256 excluding the covers.
Interior art credit for ""The Eyrie"" per Jaffery & Cook <i>The Collector's Index to Weird Tales</i>."
62139,"Weird Tales, September 1937",http://www.philsp.com/data/images/w/weird_tales_193709.jpg,Farnsworth Wright,Popular Fiction Publishing Co.,1937-09-00,$0.25,132,pulp,WEIRDTSEP1937,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?61899"">Aug. 1937</a>&#8592; Sep. 1937&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?62124"">Oct. 1937</a>
<!--isfdb specific-->
Volume 30, Number 3.
Pages run 257-384 excluding covers.
Interior art credits for ""The Lake of Life"", ""Dr. De Grandin"", ""Dr. Trowbridge"" and ""The Eyrie"" per Jaffery & Cook <i>The Collector's Index to Weird Tales</i>.
The title of the Bruce Bryan story contains an additional hyphen (as ""The Ho-Ho-Kam Horror"" in the table of contents and on the page headings, but not on the title page.
""Malay Love Magic"" is adapted from the French by Roy Temple House."
62124,"Weird Tales, October 1937",http://www.philsp.com/data/images/w/weird_tales_193710.jpg,Farnsworth Wright,Popular Fiction Publishing Co.,1937-10-00,$0.25,132,pulp,WEIRDTOCT1937,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?62139"">Sep. 1937</a>&#8592; Oct. 1937&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?62094"">Nov. 1937</a>
<!--isfdb specific-->
Volume 30, Number 4.
Pages run from 385 to 512 excluding covers.
The interior art credits for ""Dr. Trowbridge"" and ""Dr. De Grandin"" per an article in <i>The Weird Tales Collector, #6</i>.
Interior art credit for ""The Eyrie"" per Jaffery & Cook <i>The Collector's Index to Weird Tales</i>.
""The Long Arm"" translated from the German by Roy Temple House."
62032,"Weird Tales, March 1938",http://www.philsp.com/data/images/w/weird_tales_193803.jpg,Farnsworth Wright,Popular Fiction Publishing Co.,1938-03-00,$0.25,132,pulp,WEIRDTMAR1938,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?61939"">Feb. 1938</a>&#8592; Mar. 1938&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?61885"">Apr. 1938</a>
<!--isfdb specific-->
Volume 31, Number 3.
Page numbers run from 257 to 384 and do not include covers.
Interior art credits per Jaffery & Cook <i>The Collector's Index to Weird Tales</i>."
62062,"Weird Tales, May 1938",https://isfdb.org/wiki/images/f/f2/WEIRDTMAY1938.jpg,Farnsworth Wright,Popular Fiction Publishing Co.,1938-05-00,$0.25,132,pulp,WEIRDTMAY1938,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?61885"">Apr. 1938</a>&#8592; May 1938&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?62015"">Jun. 1938</a>
<!--isfdb specific-->
Vol 31, No 5.
Page numbers run from 513 to 640 excluding covers."
61900,"Weird Tales, August 1938",http://www.philsp.com/data/images/w/weird_tales_193808.jpg,Farnsworth Wright,Popular Fiction Publishing Co.,1938-08-00,$0.25,132,pulp,WEIRDTAUG1938,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?61985"">Jul. 1938</a>&#8592; Aug. 1938&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?62140"">Sep. 1938</a>
<!--isfdb specific-->
Volume 32, Number 2.
Page numbers run 129 to 256 excluding covers.
Interior art credit for ""The Eyrie"" per Jaffery & Cook <i>The Collector's Index to Weird Tales</i>."
62140,"Weird Tales, September 1938",http://www.philsp.com/data/images/w/weird_tales_193809.jpg,Farnsworth Wright,Popular Fiction Publishing Co.,1938-09-00,$0.25,132,pulp,WEIRDTSEP1938,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?61900"">Aug. 1938</a>&#8592; Sep. 1938&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?62125"">Oct. 1938</a>
<!--isfdb specific-->
Volume 32 Number 3.
Pages run 257-384 excluding covers.
Interior art credits per Jaffery & Cook <i>The Collector's Index to Weird Tales</i>."
62125,"Weird Tales, October 1938",http://www.philsp.com/data/images/w/weird_tales_193810.jpg,Farnsworth Wright,Popular Fiction Publishing Co.,1938-10-00,$0.25,128,pulp,WEIRDTOCT1938,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?62140"">Sep. 1938</a>&#8592; Oct. 1938&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?62095"">Nov. 1938</a>
<!--isfdb specific-->
Volume 32, Number 4.
Page numbering runs from 385-512 excluding covers.
Interior art credits for ""The Isle of Abominations"" and ""The Eyrie"" per Jaffery & Cook <i>The Collector's Index to Weird Tales.</i>"
419147,"Golden Fleece, April 1939",http://www.philsp.com/data/images/g/golden_fleece_193904.jpg,Editors of Golden Fleece,Sun Publications,1939-04-00,$0.20,132,pulp,GLDNFLCPRL1939,MAGAZINE,v2 #4
415496,"Golden Fleece, June 1939",http://www.philsp.com/data/images/g/golden_fleece_193906.jpg,Editors of Golden Fleece,Sun Publications,1939-06-00,$0.20,132,pulp,GLDNFLCJNT1939,MAGAZINE,v2 #6
61986,"Weird Tales, July 1940",http://www.philsp.com/data/images/w/weird_tales_194007.jpg,D. McIlwraith,Weird Tales,1940-07-00,$0.15,132,pulp,WEIRDTJUL1940,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?62064"">May 1940</a>&#8592; Jul. 1940&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?62142"">Sep. 1940</a>
<!--isfdb specific-->
Vol. 35, No. 4
""Golden Chalice"" is listed in the table of contents as ""The Golden Chalice"" and on the page headings.
Interior art credits for ""A Million Years in the Future"" and ""The Eyrie"" per Jaffery & Cook <i>The Collector's Index to Weird Tales</i>."
61988,"Weird Tales, July 1942",http://www.philsp.com/data/images/w/weird_tales_194207.jpg,D. McIlwraith,Weird Tales,1942-07-00,$0.15,132,pulp,WEIRDTJUL1942,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?62066"">May 1942</a>&#8592; Jul. 1942&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?62144"">Sep. 1942</a>
<!--isfdb specific-->
Vol. 36, No. 6.
Interior art credits for ""Coven"" and ""The Eyrie"" per Jaffery & Cook <i>The Collector's Index to Weird Tales</i>."
62067,"Weird Tales, May 1943",https://www.isfdb.org/wiki/images/c/cc/WEIRDTMAY1943.jpg,D. McIlwraith,Weird Tales,1943-05-00,$0.15,116,pulp,WEIRDTMAY1943,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?62037"">Mar. 1943</a>&#8592; May 1943&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?61989"">Jul. 1943</a>
<!--isfdb specific-->
Vol. 36, No. 11.
Interior art credits for ""John Cawder's Wife"", ""Lost Vacation"", ""Specter in the Steel"" and ""The Eyrie"" per Jaffery & Cook <i>The Collector's Index to Weird Tales</i>.
The first name on the Bloun illustration is a best guess from the signature. The last name is verified with Jaffery and Cook."
61963,"Weird Tales, January 1945",http://www.philsp.com/data/images/w/weird_tales_194501.jpg,D. McIlwraith,Weird Tales,1945-01-00,$0.15,100,pulp,WEIRDTJAN1945,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?62101"">Nov. 1944</a>&#8592; Jan. 1945&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?62039"">Mar. 1945</a><br/>
<!--isfdb specific-->
Vol. 38, No. 3.<br>
Interior art credit for ""The Eyrie"" per Jaffery & Cook <i>The Collector's Index to Weird Tales</i>."
62034,"Weird Tales, March 1940",http://www.philsp.com/data/images/w/weird_tales_194003.jpg,Farnsworth Wright,Weird Tales,1940-03-00,$0.15,132,pulp,WEIRDTMAR1940,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?61958"">Jan. 1940</a>&#8592; Mar. 1940&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?62064"">May 1940</a>
<!--isfdb specific-->
Volume 35, Number 2
Cover illustrate ""The Horror in the Glen""
Interior art credit for ""The Eyrie"" per Jaffery & Cook <i>The Collector's Index to Weird Tales</i>."
61987,"Weird Tales, July 1941",http://www.philsp.com/data/images/w/weird_tales_194107.jpg,D. McIlwraith,Weird Tales,1941-07-00,$0.15,132,pulp,WEIRDTJUL1941,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?62065"">May 1941</a>&#8592; Jul. 1941&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?62143"">Sep. 1941</a>
<!--isfdb specific-->
Vol. 35, No. 10.
Interior art credit ""The Eyrie"" per Jaffery & Cook <i>The Collector's Index to Weird Tales</i>."
62145,"Weird Tales, September 1943",http://www.philsp.com/data/images/w/weird_tales_194309.jpg,D. McIlwraith,Weird Tales,1943-09-00,$0.15,116,pulp,WEIRDTSEP1943,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?61989"">Jul. 1943</a>&#8592; Sep. 1943&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?62100"">Nov. 1943</a><br/>
<!--isfdb specific-->
Vol. 37, No. 1.<br>
Interior art credit for ""The Eyrie"" per Jaffery & Cook <i>The Collector's Index to Weird Tales</i>."
58068,"Fantastic Adventures, April 1945",http://www.philsp.com/data/images/f/fantastic_adventures_194504.jpg,Raymond A. Palmer,Ziff-Davis Publishing Company,1945-04-00,$0.25,212,pulp,FANTADAPR1945,MAGAZINE,"Vol 7, No 2.
Cover illustrates ""The Singing Skulls.""
""Escape from Doom"" is continued from page 53 to page 132 and then from page 192 to page 198 and then from page 207 to 209."
61705,"Thrilling Wonder Stories, Fall 1944",https://isfdb.org/wiki/images/7/7e/TWONSFALL1944.jpg,Oscar J. Friend,"Standard Magazines, Inc.",1944-11-00,$0.15,116,pulp,TWONSFALL1944,MAGAZINE,"Vol. XXVI, No. 2.
Cover illustrates ""Beyond the Vortex"".
Tuck and Ashley credit Friend as the editor. Publication month from Ashley's ""The Time Machine""."
60740,"Startling Stories, Summer 1944",https://www.isfdb.org/wiki/images/0/06/STARTLSUM1944.jpg,Oscar J. Friend,"Better Publications, Inc.",1944-06-00,$0.15,116,pulp,STARTLSUM1944,MAGAZINE,"Vol. 11, No. 1.
Cover illustrates ""Strangers on the Heights.""
Both Contento and Ashley place date as June of 1944. <br>V11n1.
Interior art credits based upon signatures."
61763,"Thrilling Wonder Stories, Summer 1944",https://www.isfdb.org/wiki/images/5/53/TWONSSUM1944.jpg,Oscar J. Friend,"Standard Magazines, Inc.",1944-08-00,$0.15,116,pulp,TWONSSUM1944,MAGAZINE,"Vol 26, No 1. Publication month from Ashley's ""The Time Machine"".
The artwork for ""Horatius at the Bridge"" is difficult to read but is consistent with more legible signatures by Marchioni.
Artwork is as credited or signed.
The credit for the artwork of ""God of Light"" is based upon a reference in Comic Art Fans and the style of the artwork."
60656,"Startling Stories, Fall 1944",https://www.isfdb.org/wiki/images/a/a0/STARTLFALL1944.jpg,Oscar J. Friend,"Better Publications, Inc.",1944-09-00,$0.15,116,pulp,STARTLFALL1944,MAGAZINE,"Vol 11, No 2. Cover illustrates ""Shadow Over Mars."" Attributions for illustrations from credit or signatures using most complete form of the artists' names in this issue. Donnell is credited for the interior art of ""Shadow Over Mars"" in the reply to a letter on page 104 of the Winter 1945 issue of Startling Stories. Both Contento and Ashley place date as September of 1944."
61765,"Thrilling Wonder Stories, Summer 1946",https://www.isfdb.org/wiki/images/f/f3/TWONSSUM1946.jpg,"Sam Merwin, Jr.","Standard Magazines, Inc.",1946-07-00,$0.15,116,pulp,TWONSSUM1946,MAGAZINE,"Vol 28, No 3. Publication month from Ashley's ""The Time Machines"".
Lawrence is credited as the illustrator of ""Dead City"" in the letters column (page 100)."
310718,"All-Story Weekly, July 27, 1918",https://isfdb.org/wiki/images/5/5a/LLSTRMGZNL1918.jpg,Robert H. Davis,The Frank A. Munsey Company,1918-07-27,$0.10,192,pulp,LLSTRMGZNL1918,MAGAZINE,"Vol. LXXXVI Number 4
Speculative fiction content only.
Data from the <i>Index to Fantasy & Science Fiction in Munsey Publications</i> and FictionMags."
310719,"All-Story Weekly, August 3, 1918",https://isfdb.org/wiki/images/5/53/LLSTRMGZNP1918.jpg,Robert H. Davis,The Frank A. Munsey Company,1918-08-03,$0.10,192,pulp,LLSTRMGZNP1918,MAGAZINE,"Vol. LXXXVII Number 1
Speculative fiction content only.
Data from the <i>Index to Fantasy & Science Fiction in Munsey Publications</i> and FictionMags."
299205,"All-Story Weekly, August 10, 1918",https://isfdb.org/wiki/images/a/ac/LLSTRGSTFK1918.jpg,Robert H. Davis,The Frank A. Munsey Company,1918-08-10,$0.10,192,pulp,LLSTRGSTFK1918,MAGAZINE,"Vol. LXXXVII Number 2
Speculative fiction content only. Data from Bleiler's ""Science-Fiction: The Early Years"" and <i>Index to Fantasy & Science Fiction in Munsey Publications</i>."
292137,"The Thrill Book, August 15, 1919",https://www.isfdb.org/wiki/images/9/96/THTHRLLBKB1919.jpg,Ronald Oliphant,"Street & Smith Publications, Inc.",1919-08-15,$0.15,164,pulp,THTHRLLBKB1919,MAGAZINE,"Vol. II No. 4.
Cover illustrates ""The Heads of Cerberus"" by Francis Stevens.
Speculative fiction content only. Data from the Bleilers' ""Science-Fiction: The Early Years"" and Richard Bleiler's ""The Annotated Index to The Thrill Book"".
Richard Bleiler qualifies the Riesenberg credit with a ""?"".
Nongenre fiction titles include:
""A Dangerous Girl"" by Charlotte Mish is a three-line ""love"" story.
""The Conquerer"" by Tod Robbins is the story of a composer who creates one last work and then commits suicide.
""The Terror of the Rats"" (Part 1 of 2) by Wyndham Martyn writing as Croydon Heath is a thriller taking place mostly in China.
""Very Short Story"" by Charlotte Mish is a vignette about a man who commits suicide rather than go to war.
""The Opium Ship"" (Part 3 of 4) by H. Bedford-Jones is a sea thriller.
Nongenre poems include:
""Simple Flowers"" by Charles Kiproy (possibly a pseudonym of Harold Hersey).
""The Heart's Horizon"" by Philip Kennedy (possibly a pseudonym of Harold Hersey)."
292138,"The Thrill Book, September 1, 1919",http://www.philsp.com/data/images/t/thrill_book_19190901.jpg,Ronald Oliphant,"Street & Smith Publications, Inc.",1919-09-01,$0.15,164,pulp,THTHRLLBKS1919,MAGAZINE,"Vol. II No. 5.
Speculative fiction content only. Data from the Bleilers' ""Science-Fiction: The Early Years"" and Richard Bleiler's ""The Annotated Index to The Thrill Book"".
Lillian Beynon Thomas incorrectly credited as Lillian Benyon Thomas in the story credit but correctly credited in the table of contents.
Nongenre fiction titles include:
""The Pick Up"" by Charlotte Mish is a vignette about a man and a dog.
""Cobra Girl"" by Rothvin Wallace is an exotic murder mystery.
""He Got Away with It"" by E. B. Whiting is an ironic vignette.
""Unexpected"" by Junius B. Smith is a crime story.
""A Mystery Downstairs"" by is a crime story.
""The Terror of the Rats"" (Part 2 of 2) by Wyndham Martyn writing as Croyden Heath is a thriller taking place mostly in China. The first part of the story was credited to Croydon Heath.
""The Kiss of the Silver Flask"" by Evangeline Weir is a crime story.
""Green Eye"" by Augustin Lardy is an attempted murder story.
Nongenre poems include:
""Life's Last Song"" by Arnold Tyson (possibly a pseudonym of Harold Hersey).
""Gifts"" by Roy le Moyne (possibly a pseudonym of Harold Hersey).
""Out of the Night"" by Philip Kennedy (possibly a pseudonym of Harold Hersey)."
292139,"The Thrill Book, September 15, 1919",http://www.philsp.com/data/images/t/thrill_book_19190915.jpg,Ronald Oliphant,"Street & Smith Publications, Inc.",1919-09-15,$0.15,164,pulp,THTHRLLBKD1919,MAGAZINE,"Vol. II No. 6.
Cover illustrates ""The Gift Wife"" by Rupert Hughes.
Speculative fiction content only. Data from the Bleilers' ""Science-Fiction: The Early Years"" and Richard Bleiler's ""The Annotated Index to The Thrill Book"".
""The Red Lure"" by Frank L. Packard is a marginal genre story with minor lost race elements.
Nongenre fiction titles include:
""The Temple"" by Alphonse de la Ferte is a vignette who believes she is praying in a temple but is actually in a House of Love.
""The Gift Wife"" (Part 1 of 4) by Rupert Hughes is Middle Eastern adventure story.
""The Case of the Man Blind"" by T. E. Transeau is a crime story.
""Filbert's Grand Final"" by is the story of an obsessive baseball fan.
Nongenre poems include:
""The Temple"" by Alphonse de la Ferte (possibly a pseudonym of Harold Hersey or Ronald Oliphant).
""To Spend with Ease"" by Charles Kiproy (possibly a pseudonym of Harold Hersey)."
